3670,A,guitar,203932,27,0.731,0.934,0.793,0.736,0.367,0.012,0.195,0.673,False,129.0
3671,q,j-dance,74690,29,0.179,0.17,0.047,0.084,0.428,0.365,0.052,0.604,True,92.0
3672,K,cantopop,120703,46,0.084,0.128,0.361,0.383,0.928,0.177,0.153,0.971,False,89.0
3673,l,idm,256434,32,0.624,0.174,0.604,0.139,0.39,0.583,0.019,0.594,False,91.0
3674,C,alternative,100165,0,0.482,0.121,0.458,0.59,0.293,0.999,0.991,0.702,True,76.0
3675,y,ambient,72794,56,0.124,0.567,0.82,0.83,0.106,0.365,0.913,0.933,False,90.0
3676,Q,sleep,280684,2,0.126,0.126,0.707,0.87,0.191,0.794,0.628,0.322,False,103.0
3677,r,tango,251319,66,0.059,0.315,0.939,0.6,0.438,0.872,0.63,0.523,False,73.0
3678,j,swedish,154590,72,0.146,0.471,0.554,0.226,0.012,0.865,0.639,0.398,False,89.0
3679,p,progressive-house,93267,65,0.041,0.393,0.507,0.222,0.701,0.128,0.764,0.108,False,130.0
3680,C,k-pop,305690,86,0.969,0.951,0.045,0.928,0.435,0.826,0.97,0.141,False,117.0
3681,X,emo,115047,65,0.434,0.933,0.083,0.784,0.988,0.298,0.787,0.9,False,84.0
3682,u,country,312316,63,0.967,0.759,0.539,0.195,0.22,0.939,0.105,0.394,False,111.0
3683,n,j-pop,123945,51,0.123,0.751,0.82,0.001,0.423,0.064,0.178,0.904,False,120.0
3684,L,iranian,282934,84,0.715,0.808,0.781,0.596,0.924,0.354,0.737,0.639,True,116.0
3685,d,mandopop,83091,39,0.308,0.31,0.924,0.144,0.83,0.581,0.967,0.437,False,87.0
3686,y,dubstep,275637,62,0.144,0.21,0.916,0.013,0.384,0.086,0.201,0.617,False,72.0
3687,r,goth,309513,49,0.811,0.095,0.16,0.366,0.64,0.636,0.041,0.059,False,76.0
3688,W,british,251673,41,0.779,0.854,0.123,0.539,0.087,0.154,0.446,0.082,True,119.0
3689,u,j-dance,127540,43,0.936,0.807,0.213,0.326,0.783,0.26,0.096,0.621,False,117.0
3690,L,indie,211225,99,0.403,0.392,0.189,0.987,0.431,0.277,0.677,0.737,False,103.0
3691,o,chicago-house,172926,17,0.358,0.345,0.414,0.82,0.834,0.279,0.333,0.888,False,134.0
3692,g,british,256541,10,0.798,0.79,0.177,0.971,0.217,0.71,0.09,0.283,True,73.0
3693,q,singer-songwriter,163841,26,0.251,0.493,0.479,0.741,0.396,0.386,0.565,0.928,False,135.0
3694,F,deep-house,213668,93,0.917,0.1,0.956,0.548,0.453,0.781,0.428,0.235,False,108.0
3695,y,r-n-b,58012,41,0.068,0.52,0.145,0.761,0.475,0.865,0.758,0.285,False,136.0
3696,a,folk,194334,75,0.067,0.242,0.916,0.043,0.349,0.575,0.975,0.02,False,128.0
3697,U,dubstep,163475,89,0.441,0.48,0.945,0.936,0.244,0.284,0.656,0.994,False,133.0
3698,S,ambient,177105,90,0.786,0.256,0.265,0.239,0.711,0.336,0.021,0.379,True,78.0
3699,O,gospel,53514,24,0.119,0.786,0.843,0.784,0.48,0.557,0.794,0.162,False,85.0
3700,v,alternative,100933,14,0.56,0.68,0.159,0.445,0.898,0.452,0.081,0.837,False,101.0
3701,G,singer-songwriter,316380,42,0.196,0.223,0.184,0.634,0.109,0.645,0.535,0.216,False,73.0
3702,k,dubstep,117869,92,0.118,0.172,0.49,0.105,0.975,0.064,0.275,0.527,False,133.0
3703,I,rock,296002,14,0.256,0.386,0.06,0.893,0.972,0.972,0.831,0.79,False,118.0
3704,O,hip-hop,227715,3,0.604,0.79,0.036,0.223,0.789,0.519,0.898,0.963,True,75.0
3705,d,show-tunes,143668,1,0.895,0.392,0.443,0.063,0.785,0.538,0.485,0.219,False,103.0
3706,n,goth,125233,38,0.623,0.666,0.901,0.333,0.876,0.533,0.577,0.982,False,126.0
3707,P,songwriter,200449,91,0.867,0.311,0.237,0.66,0.354,0.767,0.56,0.016,False,91.0
3708,l,cantopop,259549,38,0.626,0.551,0.015,0.837,0.07,0.01,0.964,0.347,True,113.0
3709,T,cantopop,190151,39,0.523,0.035,0.541,0.532,0.015,0.508,0.546,0.617,False,137.0
3710,C,psych-rock,103573,36,0.565,0.402,0.551,0.419,0.331,0.148,0.799,0.37,False,96.0
3711,B,goth,255722,55,0.574,0.012,0.471,0.58,0.36,0.21,0.42,0.473,True,78.0
3712,L,songwriter,272543,96,0.97,0.425,0.234,0.687,0.629,0.574,0.676,0.817,False,129.0
3713,v,brazil,39183,58,0.118,0.456,0.257,0.657,0.71,0.407,0.037,0.33,False,128.0
3714,Z,soul,211737,10,0.437,0.485,0.913,0.743,0.001,0.327,0.654,0.563,False,124.0
3715,v,punk,198206,74,0.201,0.655,0.752,0.861,0.679,0.764,0.46,0.639,True,99.0
3716,c,samba,298255,71,0.172,0.045,0.585,0.338,0.282,0.095,0.508,0.347,False,140.0
3717,G,grunge,231402,66,0.968,0.145,0.705,0.924,0.445,0.057,0.698,0.242,False,118.0
3718,W,samba,286434,81,0.458,0.124,0.085,0.268,0.291,0.738,0.92,0.076,False,108.0
3719,c,soul,168187,96,0.692,0.501,0.047,0.292,0.874,0.855,0.338,0.643,False,120.0
3720,O,alternative,171059,49,0.744,0.988,0.512,0.391,0.732,0.223,0.579,0.98,False,105.0
3721,Y,blues,298361,22,0.031,0.984,0.421,0.736,0.757,0.588,0.121,0.429,False,124.0
3722,r,metalcore,322587,97,0.826,0.183,0.33,0.603,0.704,0.388,0.659,0.375,False,117.0
3723,n,mpb,281484,42,0.875,0.708,0.202,0.481,0.034,0.508,0.171,0.083,False,89.0
3724,Y,mandopop,175066,58,0.766,0.102,0.393,0.999,0.06,0.251,0.089,0.118,False,111.0
3725,W,mpb,200312,34,0.35,0.914,0.806,0.822,0.496,0.907,0.959,0.397,False,74.0
3726,a,disney,245393,79,0.381,0.424,0.935,0.905,0.307,0.681,0.567,0.005,False,98.0
3727,r,reggaeton,292692,68,0.302,0.115,0.129,0.107,0.847,0.916,0.03,0.959,True,103.0
3728,c,chicago-house,39429,88,0.131,0.618,0.428,0.773,0.718,0.811,0.577,0.532,False,92.0
3729,g,forro,211732,60,0.25,0.418,0.73,0.739,0.564,0.155,0.414,0.076,False,133.0
3730,b,folk,327451,4,0.417,0.154,0.373,0.662,0.163,0.69,0.271,0.805,True,120.0
3731,n,dubstep,187101,24,0.706,0.321,0.42,0.754,0.645,0.773,0.547,0.571,False,102.0
3732,T,electronic,281121,46,0.954,0.466,1.0,0.753,0.912,0.992,0.911,0.255,False,93.0
3733,A,ambient,111227,38,0.906,0.027,0.804,0.787,0.966,0.126,0.617,0.961,False,107.0
3734,R,bluegrass,86782,34,0.86,0.811,0.844,0.334,0.088,0.532,0.886,0.451,False,132.0
3735,P,german,154546,50,0.446,0.718,0.2,0.023,0.046,0.843,0.931,0.851,False,119.0
3736,W,songwriter,310384,87,0.69,0.406,0.461,0.56,0.982,0.638,0.774,0.538,True,82.0
3737,T,black-metal,70934,38,0.818,0.153,0.815,0.677,0.156,0.123,0.156,0.864,False,86.0
3738,j,blues,191675,18,0.153,0.881,0.487,0.206,0.781,0.804,0.29,0.921,False,119.0
3739,b,swedish,85966,1,0.711,0.085,0.013,0.11,0.02,0.251,0.049,0.307,False,111.0
3740,o,german,40558,32,0.649,0.165,0.662,0.715,0.676,0.367,0.312,0.793,True,74.0
3741,g,anime,50744,36,0.508,0.978,0.381,0.269,0.649,0.776,0.549,0.221,False,134.0
3742,i,comedy,70094,56,0.391,0.831,0.227,0.629,0.195,0.238,0.656,0.387,True,73.0
3743,Z,dubstep,223802,47,0.476,0.503,0.645,0.748,0.336,0.65,0.568,0.355,True,134.0
3744,z,classical,178761,15,0.27,0.054,0.732,0.901,0.166,0.136,0.861,0.689,True,102.0
3745,l,sleep,155356,61,0.842,0.852,0.675,0.986,0.093,0.639,0.654,0.509,False,85.0
3746,d,soul,310714,18,0.694,0.405,0.392,0.59,0.17,0.987,0.387,0.263,False,126.0
3747,o,sad,305052,93,0.857,0.947,0.963,0.673,0.823,0.286,0.003,0.759,False,132.0
3748,G,study,68561,14,0.811,0.524,0.531,0.962,0.408,0.886,0.684,0.561,False,83.0
3749,Z,salsa,47598,74,0.308,0.136,0.124,0.461,0.091,0.302,0.066,0.329,False,85.0
3750,u,country,85523,46,0.232,0.195,0.864,0.96,0.266,0.41,0.186,0.727,False,83.0
3751,U,hip-hop,262279,29,0.165,0.908,0.508,0.136,0.786,0.992,0.333,0.676,False,127.0
3752,k,honky-tonk,195385,54,0.455,0.095,0.727,0.348,0.698,0.478,0.788,0.146,True,126.0
3753,q,honky-tonk,169029,32,0.414,0.065,0.374,0.976,0.739,0.899,0.18,0.132,False,125.0
3754,i,rock,253740,99,0.527,0.098,0.251,0.796,0.004,0.582,0.37,0.249,False,81.0
3755,I,chill,153138,98,0.526,0.901,0.544,0.424,0.676,0.848,0.703,0.904,False,79.0
3756,p,british,327486,54,0.835,0.483,0.618,0.033,0.186,0.056,0.839,0.066,False,85.0
3757,m,electro,69749,31,0.06,0.853,0.306,0.492,0.711,0.557,0.1,0.735,False,117.0
3758,Y,soul,294253,70,0.955,0.862,0.717,0.663,0.624,0.803,0.679,0.882,False,90.0
3759,m,black-metal,287921,3,0.052,0.71,0.171,0.403,0.103,0.887,0.514,0.727,False,90.0
3760,n,soul,143662,83,0.232,0.999,0.199,0.259,0.642,0.432,0.483,0.62,True,97.0
3761,h,synth-pop,329341,44,0.126,0.625,0.021,0.515,0.954,0.083,0.828,0.101,False,119.0
3762,y,synth-pop,59489,86,0.176,0.224,0.552,0.639,0.85,0.229,0.733,0.172,False,85.0
3763,c,bluegrass,233265,8,0.611,0.411,0.277,0.581,0.069,0.822,0.59,0.904,False,89.0
3764,K,mandopop,128631,14,0.185,0.407,0.682,0.066,0.873,0.845,0.606,0.441,False,120.0
3765,x,drum-and-bass,73688,83,0.856,0.46,0.862,0.417,0.641,0.788,0.508,0.45,False,88.0
3766,x,industrial,206487,62,0.818,0.498,0.836,0.839,0.005,0.553,0.171,0.073,False,114.0
3767,f,comedy,310169,42,0.197,0.563,0.799,0.028,0.673,0.04,0.183,0.243,True,92.0
3768,x,disco,222438,13,0.56,0.764,0.932,0.49,0.131,0.655,0.346,0.026,False,111.0
3769,K,ska,261694,62,0.294,0.259,0.854,0.8,0.528,0.134,0.334,0.881,True,71.0
3770,O,hip-hop,112553,87,0.95,0.061,0.612,0.627,0.086,0.784,0.197,0.041,False,131.0
3771,k,honky-tonk,212186,9,0.357,0.923,0.161,0.634,0.822,0.433,0.489,0.173,False,74.0
3772,K,bluegrass,193692,0,0.557,0.868,0.022,0.338,0.394,0.966,0.65,0.985,True,78.0
3773,d,sad,321112,38,0.348,0.69,0.43,0.181,0.415,0.142,0.214,0.436,False,140.0
3774,q,detroit-techno,243775,59,0.584,0.996,0.109,0.696,0.358,0.487,0.78,0.83,False,95.0
3775,P,rock-n-roll,176168,13,0.255,0.233,0.061,0.804,0.414,0.484,0.979,0.911,False,90.0
3776,c,new-age,324042,81,0.023,0.059,0.783,0.522,0.79,0.545,0.505,0.3,False,116.0
3777,Q,pop,228385,69,0.505,0.064,0.332,0.978,0.329,0.905,0.638,0.25,True,124.0
3778,o,pop-film,163948,96,0.715,0.89,0.359,0.142,0.507,0.248,0.414,0.495,False,87.0
3779,W,honky-tonk,184636,31,0.03,0.34,0.423,0.373,0.683,0.041,0.624,0.945,True,113.0
3780,E,groove,63721,8,0.201,0.339,0.38,0.446,0.281,0.18,0.666,0.096,False,124.0
3781,v,j-pop,222320,27,0.939,0.842,0.201,0.954,0.067,0.886,0.167,0.334,False,113.0
3782,f,club,208662,40,0.276,0.464,0.835,0.458,0.19,0.811,0.329,0.37,False,132.0
3783,s,grindcore,140890,84,0.383,0.622,0.603,0.006,0.779,0.535,0.756,0.471,False,73.0
3784,C,folk,223577,23,0.266,0.977,0.166,0.359,0.653,0.118,0.139,0.487,True,98.0
3785,N,study,176982,32,0.505,0.489,0.613,0.646,0.547,0.969,0.96,0.053,True,119.0
3786,p,punk,301866,65,0.511,0.991,0.112,0.988,0.868,0.739,0.725,0.456,False,132.0
3787,Q,anime,138917,97,0.517,0.999,0.875,0.969,0.647,0.53,0.172,0.735,False,136.0
3788,X,industrial,81542,43,0.316,0.647,0.991,0.13,0.407,0.265,0.339,0.297,False,95.0
3789,t,techno,293845,41,0.231,0.766,0.662,0.057,0.406,0.392,0.311,0.613,False,137.0
3790,N,hip-hop,72266,91,0.741,0.944,0.69,0.811,0.556,0.6,0.752,0.332,False,99.0
3791,R,j-idol,314309,74,0.586,0.96,0.99,0.963,0.664,0.4,0.785,0.095,False,107.0
3792,H,grunge,191763,24,0.372,0.263,0.536,0.139,0.366,0.0,0.19,0.136,True,101.0
3793,z,synth-pop,140403,72,0.208,0.615,0.536,0.782,0.882,0.092,0.677,0.847,False,111.0
3794,P,iranian,52948,95,0.69,0.961,0.838,0.224,0.043,0.054,0.585,0.618,False,106.0
3795,T,children,55343,64,0.325,0.962,0.048,0.928,0.03,0.02,0.939,0.646,False,109.0
3796,Y,spanish,152368,16,0.593,0.06,0.344,0.244,0.561,0.318,0.581,0.027,False,75.0
3797,b,electro,283757,63,0.528,0.229,0.532,0.521,0.331,0.756,0.382,0.748,False,72.0
3798,f,heavy-metal,231343,28,0.65,0.384,0.882,0.361,0.301,0.968,0.938,0.691,True,80.0
3799,t,sleep,42051,76,0.961,0.558,0.875,0.253,0.026,0.759,0.114,0.897,False,102.0
3800,Y,world-music,233528,54,0.154,0.928,0.156,0.536,0.165,0.69,0.743,0.745,True,95.0
3801,h,samba,104596,34,0.029,0.532,0.123,0.992,0.125,0.595,0.232,0.083,False,121.0
3802,B,black-metal,312681,64,0.14,0.541,0.687,0.535,0.331,0.264,0.37,0.411,True,124.0
3803,s,mpb,189831,59,0.004,0.785,0.496,0.866,0.057,0.993,0.619,0.305,False,81.0
3804,q,bluegrass,138071,21,0.942,0.209,0.102,0.222,0.633,0.473,0.077,0.242,False,119.0
3805,c,country,325339,48,0.091,0.237,0.914,0.09,0.17,0.71,0.903,0.941,True,107.0
3806,I,grindcore,304987,82,0.521,0.847,0.723,0.408,0.016,0.176,0.24,0.552,False,91.0
3807,H,garage,291032,48,0.699,0.208,0.782,0.843,0.401,0.784,0.11,0.971,False,114.0
3808,y,j-pop,60976,4,0.821,0.185,0.797,0.684,0.454,0.349,0.21,0.908,False,70.0
3809,N,garage,113346,39,0.645,0.895,0.54,0.958,0.129,0.017,0.805,0.838,True,105.0
3810,W,dub,73613,12,0.724,0.946,0.137,0.51,0.77,0.882,0.427,0.163,False,129.0
3811,i,ska,266436,85,0.565,0.885,0.73,0.242,0.183,0.411,0.267,0.12,True,116.0
3812,M,brazil,236216,95,0.229,0.026,0.419,0.332,0.581,0.518,0.89,0.768,True,74.0
3813,T,country,231667,84,0.33,0.143,0.871,0.221,0.384,0.655,0.403,0.733,False,137.0
3814,f,heavy-metal,226479,56,0.306,0.179,0.693,0.318,0.248,0.245,0.499,0.092,False,108.0
3815,W,house,303224,86,0.802,0.318,0.518,0.709,0.693,0.8,0.519,0.573,False,125.0
3816,d,sertanejo,257225,3,0.079,0.295,0.014,0.145,0.171,0.86,0.635,0.385,True,119.0
3817,x,grindcore,210347,26,0.066,0.688,0.86,0.871,0.269,0.399,0.994,0.08,False,109.0
3818,u,hip-hop,66763,33,0.962,0.996,0.352,0.924,0.513,0.463,0.032,0.326,True,112.0
3819,l,r-n-b,253980,71,0.948,0.925,0.099,0.022,0.763,0.137,0.871,0.021,False,124.0
3820,D,j-idol,323041,97,0.046,0.54,0.418,0.434,0.366,0.829,0.885,0.073,False,107.0
3821,J,blues,167875,52,0.726,0.849,0.653,0.562,0.783,0.044,0.995,0.089,False,115.0
3822,M,electronic,295683,57,0.58,0.199,0.844,0.921,0.41,0.3,0.273,0.676,True,72.0
3823,x,grunge,203585,47,0.416,0.62,0.684,0.715,0.226,0.239,0.346,0.381,False,92.0
3824,b,forro,134012,83,0.314,0.309,0.867,0.202,0.231,0.632,0.276,0.39,False,70.0
3825,W,country,167390,77,0.493,0.795,0.112,0.59,0.275,0.0,0.202,0.92,False,130.0
3826,x,happy,282775,31,0.191,0.397,0.263,0.107,0.028,0.739,0.657,0.155,False,128.0
3827,R,black-metal,144500,40,0.291,0.918,0.341,0.607,0.204,0.773,0.021,0.103,False,112.0
3828,Y,idm,147548,64,0.608,0.317,0.33,0.79,0.271,0.885,0.223,0.45,False,125.0
3829,e,french,93796,50,0.271,0.573,0.924,0.932,0.906,0.355,0.696,0.162,False,116.0
3830,h,grunge,164757,12,0.075,0.801,0.878,0.667,0.383,0.833,0.668,0.739,False,130.0
3831,A,brazil,312616,21,0.952,0.944,0.367,0.485,0.818,0.568,0.189,0.676,False,115.0
3832,y,dubstep,99449,32,0.226,0.909,0.565,0.47,0.953,0.612,0.347,0.511,True,90.0
3833,d,forro,38201,42,0.253,0.446,0.256,0.971,0.179,0.394,0.031,0.759,False,86.0
3834,d,british,262115,19,0.048,0.385,0.922,0.201,0.706,0.791,0.96,0.124,False,105.0
3835,T,indie-pop,173811,91,0.26,0.041,0.313,0.095,0.473,0.567,0.92,0.474,False,79.0
3836,q,mpb,54017,76,0.127,0.957,0.106,0.199,0.484,0.221,0.137,0.11,False,105.0
3837,X,detroit-techno,184133,1,0.896,0.03,0.412,0.559,0.326,0.863,0.541,0.751,False,91.0
3838,Y,hardstyle,99292,22,0.426,0.411,0.897,0.588,0.349,0.78,0.192,0.501,False,99.0
3839,f,folk,176426,77,0.939,0.82,0.854,0.17,0.39,0.431,0.174,0.486,False,81.0
3840,m,rock,315330,37,0.718,0.985,0.965,0.015,0.316,0.545,0.058,0.661,False,134.0
3841,t,chicago-house,150529,76,0.205,0.201,0.386,0.116,0.054,0.363,0.821,0.013,False,80.0
3842,b,trance,94204,49,0.894,0.575,0.789,0.16,0.322,0.474,0.547,0.846,True,128.0
3843,m,new-age,132482,50,0.237,0.717,0.306,0.574,0.919,0.583,0.114,0.492,True,103.0
3844,P,ska,315555,54,0.563,0.372,0.271,0.066,0.625,0.995,0.269,0.539,False,88.0
3845,b,hard-rock,266280,76,0.284,0.993,0.419,0.736,0.349,0.82,0.815,0.117,False,130.0
3846,V,r-n-b,179695,93,0.574,0.616,0.386,0.194,0.651,0.536,0.437,0.867,False,119.0
3847,U,songwriter,314974,27,0.369,0.67,0.645,0.691,0.066,0.024,0.103,0.451,False,90.0
3848,s,dubstep,248588,91,0.648,0.734,0.172,0.313,0.179,0.628,0.959,0.939,True,121.0
3849,e,piano,194932,52,0.915,0.225,0.081,0.871,0.211,0.64,0.784,0.882,False,99.0
3850,V,gospel,118846,68,0.568,0.581,0.04,0.126,0.475,0.17,0.883,0.236,False,98.0
3851,B,afrobeat,175076,28,0.709,0.614,0.25,0.843,0.25,0.952,0.896,0.944,False,135.0
3852,Y,j-dance,314719,37,0.573,0.628,0.933,0.642,0.472,0.716,0.315,0.638,False,127.0
3853,q,disney,31592,63,0.269,0.152,0.396,0.795,0.846,0.843,0.764,0.979,False,136.0
3854,I,goth,150671,42,0.076,0.798,0.45,0.071,0.463,0.611,0.48,0.102,False,87.0
3855,W,songwriter,328687,66,0.723,0.741,0.965,0.782,0.629,0.358,0.978,0.937,True,86.0
3856,k,industrial,98725,90,0.727,0.735,0.206,0.314,0.876,0.327,0.503,0.256,False,124.0
3857,C,cantopop,161775,76,0.432,0.568,0.018,0.657,0.835,0.474,0.41,0.875,False,74.0
3858,F,mandopop,87562,0,0.521,0.44,0.37,0.006,0.944,0.618,0.137,0.608,False,123.0
3859,O,brazil,126742,13,0.833,0.858,0.211,0.778,0.835,0.613,0.0,0.829,False,88.0
3860,S,rockabilly,219227,36,0.286,0.087,0.816,0.774,0.507,0.891,0.476,0.297,False,131.0
3861,X,sertanejo,233829,38,0.732,0.277,0.219,0.073,0.675,0.913,0.396,0.819,False,110.0
3862,e,edm,108389,6,0.98,0.407,0.653,0.735,0.516,0.734,0.344,0.738,False,90.0
3863,R,afrobeat,105761,44,0.058,0.529,0.506,0.626,0.974,0.076,0.832,0.719,False,97.0
3864,M,goth,107548,82,0.357,0.071,0.712,0.013,0.453,0.391,0.772,0.817,False,140.0
3865,l,groove,314132,76,0.46,0.107,0.587,0.217,0.673,0.096,0.188,0.815,False,71.0
3866,A,hard-rock,165683,9,0.802,0.132,0.047,0.628,0.292,0.263,0.727,0.84,False,120.0
3867,U,new-age,227217,6,0.924,0.311,0.39,0.058,0.237,0.493,0.188,0.051,False,103.0
3868,v,reggae,277617,81,0.808,0.22,0.57,0.746,0.788,0.839,0.637,0.047,False,84.0
3869,r,salsa,96825,61,0.84,0.848,0.233,0.077,0.968,0.867,0.797,0.484,False,89.0
3870,v,forro,271352,35,0.063,0.512,0.102,0.882,0.338,0.747,0.761,0.54,False,94.0
3871,h,salsa,64945,37,0.87,0.9,0.349,0.918,0.733,0.845,0.658,0.926,False,128.0
3872,q,deep-house,232688,54,0.352,0.621,0.173,0.521,0.508,0.096,0.167,0.099,False,84.0
3873,v,dancehall,196774,81,0.993,0.51,0.93,0.153,0.654,0.657,0.198,0.324,False,73.0
3874,z,black-metal,121541,36,0.674,0.859,0.034,0.012,0.853,0.239,0.26,0.902,False,122.0
3875,C,club,84734,57,0.348,0.645,0.859,0.898,0.123,0.589,0.98,0.263,False,118.0
3876,s,grindcore,227401,64,0.372,0.962,0.882,0.907,0.054,0.473,0.88,0.396,False,93.0
3877,u,party,109701,21,0.358,0.466,0.192,0.18,0.571,0.032,0.69,0.511,True,128.0
3878,I,alt-rock,240923,93,0.367,0.005,0.12,0.223,0.091,0.358,0.372,0.785,False,85.0
3879,f,swedish,97363,98,0.554,0.29,0.38,0.731,0.288,0.09,0.732,0.043,False,74.0
3880,U,electro,313287,0,0.208,0.193,0.245,0.082,0.588,0.551,0.877,0.235,False,131.0
3881,b,groove,299918,33,0.984,0.0,0.886,0.533,0.815,0.188,0.57,0.711,False,138.0
3882,b,folk,30560,14,0.762,0.597,0.432,0.711,0.491,0.904,0.128,0.449,False,98.0
3883,Y,french,171878,33,0.503,0.042,0.751,0.451,0.135,0.887,0.714,0.62,False,80.0
3884,y,house,231636,95,0.539,0.383,0.698,0.503,0.53,0.498,0.098,0.162,True,101.0
3885,D,ambient,143316,15,0.644,0.099,0.568,0.766,0.917,0.983,0.266,0.663,False,116.0
3886,X,j-idol,167205,78,0.382,0.908,0.242,0.227,0.883,0.466,0.279,0.474,True,100.0
3887,q,power-pop,78692,31,0.758,0.232,0.851,0.225,0.549,0.104,0.23,0.043,False,138.0
3888,J,psych-rock,155193,67,0.31,0.365,0.669,0.315,0.306,0.807,0.158,0.54,False,133.0
3889,u,brazil,79438,82,0.905,0.38,0.551,0.658,0.241,0.413,0.678,0.549,False,71.0
3890,R,deep-house,75441,81,0.395,0.311,0.345,0.317,0.213,0.318,0.908,0.219,False,116.0
3891,v,disco,312838,98,0.578,0.644,0.395,0.717,0.916,0.404,0.011,0.007,True,77.0
3892,h,dubstep,146560,74,0.163,0.583,0.405,0.614,0.192,0.867,0.805,0.915,False,118.0
3893,t,grindcore,248312,31,0.15,0.781,0.532,0.444,0.986,0.35,0.898,0.581,False,103.0
3894,X,hard-rock,254932,11,0.796,0.505,0.646,0.959,0.48,0.487,0.212,0.908,False,120.0
3895,X,indian,274217,2,0.051,0.97,0.663,0.352,0.077,0.551,0.661,0.809,True,108.0
3896,u,sertanejo,123428,37,0.444,0.041,0.145,0.516,0.983,0.079,0.918,0.19,False,99.0
3897,z,ambient,196172,88,0.765,0.85,0.573,0.419,0.68,0.472,0.204,0.969,True,92.0
3898,R,reggae,132304,42,0.341,0.266,0.316,0.148,0.746,0.552,0.764,0.458,True,114.0
3899,C,singer-songwriter,288356,81,0.385,0.405,0.625,0.839,0.374,0.736,0.628,0.014,True,87.0
3900,S,turkish,130863,65,0.158,0.191,0.773,0.38,0.297,0.619,0.831,0.872,True,102.0
3901,b,heavy-metal,216912,27,0.093,0.301,0.795,0.008,0.106,0.614,0.406,0.369,False,73.0
3902,n,techno,144648,81,0.42,0.273,0.898,0.196,0.226,0.463,0.755,0.431,False,91.0
3903,a,indian,162384,13,0.445,0.193,0.577,0.401,0.22,0.414,0.687,0.028,False,126.0
3904,h,j-idol,54469,87,0.572,0.674,0.595,0.3,0.489,0.839,0.343,0.553,False,114.0
3905,R,grunge,298667,48,0.99,0.587,0.539,0.497,0.84,0.442,0.987,0.643,False,72.0
3906,W,romance,189226,43,0.254,0.892,0.634,0.851,0.241,0.358,0.688,0.93,False,139.0
3907,B,j-dance,162448,88,0.356,0.535,0.413,0.374,0.863,0.475,0.484,0.179,True,107.0
3908,T,reggaeton,269161,28,0.768,0.609,0.484,0.638,0.111,0.671,0.478,0.354,False,115.0
3909,R,indian,310943,58,0.742,0.122,0.584,0.027,0.873,0.185,0.91,0.268,False,97.0
3910,Y,chill,312056,90,0.283,0.819,0.858,0.706,0.789,0.666,0.16,0.228,False,94.0
3911,a,club,160318,76,0.849,0.139,0.899,0.626,0.169,0.682,0.299,0.659,True,125.0
3912,K,german,110322,91,0.72,0.836,0.445,0.387,0.328,0.534,0.917,0.007,False,103.0
3913,N,blues,58732,86,0.846,0.989,0.696,0.313,0.786,0.58,0.718,0.41,False,121.0
3914,S,techno,99713,47,0.033,0.302,0.592,0.651,0.143,0.57,0.206,0.488,False,122.0
3915,f,pop-film,58661,37,0.177,0.126,0.108,0.496,0.884,0.603,0.019,0.115,False,72.0
3916,v,french,317585,16,0.844,0.512,0.084,0.854,0.66,0.1,0.341,0.879,False,138.0
3917,x,groove,65938,74,0.533,0.366,0.079,0.702,0.579,0.059,0.266,0.239,False,72.0
3918,C,electro,79311,21,0.987,0.104,0.172,0.166,0.119,0.475,0.393,0.812,True,94.0
3919,i,techno,73448,39,0.326,0.488,0.916,0.136,0.056,0.693,0.152,0.398,False,95.0
3920,r,ambient,120049,61,0.56,0.864,0.287,0.868,0.684,0.842,0.662,0.534,False,100.0
3921,M,mandopop,239610,62,0.081,0.171,0.176,0.882,0.054,0.046,0.811,0.534,False,91.0
3922,g,groove,138068,22,0.232,0.126,0.29,0.087,0.656,0.748,0.625,0.087,False,81.0
3923,N,k-pop,199237,6,0.009,0.288,0.969,0.209,0.612,0.802,0.748,0.7,False,127.0
3924,L,chicago-house,224066,71,0.748,0.765,0.086,0.061,0.72,0.641,0.973,0.21,False,77.0
3925,z,piano,104792,67,0.351,0.048,0.095,0.981,0.287,0.728,0.687,0.727,False,93.0
3926,B,party,63305,28,0.62,0.949,0.351,0.981,0.784,0.888,0.398,0.286,False,95.0
3927,H,latino,138477,48,0.611,0.918,0.989,0.319,0.796,0.016,0.74,0.026,True,131.0
3928,c,garage,314784,53,0.679,0.516,0.487,0.109,0.191,0.677,0.961,0.054,False,121.0
3929,C,metal,198187,97,0.439,0.401,0.585,0.265,0.861,0.201,0.65,0.061,False,120.0
3930,e,punk,170484,54,0.815,0.025,0.288,0.159,0.9,0.009,0.303,0.812,False,79.0
3931,j,latino,119693,28,0.103,0.389,0.084,0.728,0.99,0.419,0.873,0.287,False,118.0
3932,R,black-metal,54454,49,0.499,0.043,0.9,0.651,0.162,0.244,0.467,0.222,False,124.0
3933,G,swedish,161612,78,0.511,0.525,0.511,0.871,0.777,0.976,0.299,0.502,False,73.0
3934,c,hip-hop,102306,70,0.988,0.265,0.886,0.753,0.852,0.436,0.942,0.07,False,82.0
3935,T,breakbeat,61701,32,0.542,0.611,0.525,0.447,0.732,0.293,0.915,0.421,False,92.0
3936,C,brazil,224099,8,0.215,0.736,0.383,0.351,0.224,0.469,0.763,0.349,False,94.0
