,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
6931,1AcobJo5jGZtHiB20KrV62,Devil Master,Ecstasies Of Never Ending Night,Precious Blood of Christ Rebuked,18,286466,False,0.206,0.942,3,-7.241,1,0.0775,4.75e-06,0.909,0.485,0.243,92.023,4,black-metal
6932,5JqKeKjn6jSOtR0bLMV4mS,Wormwood,Arkivet,The Gentle Touch of Humanity,16,546621,False,0.299,0.855,9,-7.425,0,0.0987,0.0186,0.00516,0.0526,0.132,126.898,4,black-metal
6933,4y1KB0U6LsuWLKiZgtq5ky,Kvaen;Pierre Törnkvist,The Funeral Pyre,Yee Naaldlooshii,16,273261,True,0.345,0.593,5,-6.686,1,0.0544,2.99e-05,0.955,0.556,0.182,99.929,4,black-metal
6934,5SeoV5J7yTumQKLzpqSatA,Dold Vorde Ens Navn,Mørkere,Jeg vil ha det mørkere,17,274160,False,0.338,0.932,9,-8.347,0,0.0817,1.69e-05,0.0359,0.141,0.131,159.974,4,black-metal
6935,5KVhUKK7prv1Wmut60s2f2,Furia,Martwa Polska Jesień,Krew w kolorze bursztynu,17,375400,False,0.149,0.988,0,-3.231,0,0.138,6.99e-06,0.776,0.153,0.0654,100.605,3,black-metal
6936,7vQS9xDSohpM2Y450RmPKH,Desaster,The Arts of Destruction,Phantom Funeral,17,312240,False,0.116,0.994,8,-4.908,1,0.167,6e-06,0.0255,0.416,0.0383,163.551,4,black-metal
6937,5dopdQjLF5kwXNBBSFLr5E,Belphegor,The Last Supper (Remastered 2021),The Last Supper - Remastered 2021,16,237826,True,0.099,0.974,8,-3.688,1,0.0931,3.77e-06,0.843,0.0547,0.147,166.572,4,black-metal
6938,6ElJ54n49iDJh8WmAAXx2r,Abbath,Abbath,Eternal,16,276944,False,0.467,0.969,1,-6.543,1,0.0836,2.67e-06,0.654,0.148,0.247,109.0,4,black-metal
6939,6wqu6LuW5ALfsN5jPmkCMh,Opera IX,The Black Opera,The First Seal,16,579360,False,0.192,0.875,6,-5.088,0,0.0557,2.57e-05,0.776,0.108,0.128,128.669,4,black-metal
6940,4zD7fckgtkUcy4TBnabVuT,Dimmu Borgir,Alive in Torment (Live),Puritania - Live,16,186506,False,0.147,0.991,5,-2.818,0,0.287,0.000123,0.551,0.91,0.0863,83.017,4,black-metal
6941,7eJTmuxMLfKtvTX37c2gLL,Hypocrisy,End of Disclosure,When Death Calls,18,234117,False,0.111,0.898,2,-5.316,0,0.097,8.42e-06,0.309,0.332,0.0701,168.273,4,black-metal
6942,4iQBVLsc2PEkoq1B99jTPw,Kvaen;Pierre Törnkvist,The Funeral Pyre,Septem Peccata Mortalia,17,254095,False,0.39,0.847,4,-7.669,0,0.0497,0.00331,0.981,0.271,0.349,100.033,4,black-metal
6943,6fKSBgaJyoPSttcFgjDaIg,Hypocrisy,The Final Chapter,Inquire Within,18,347466,False,0.346,0.9,11,-7.899,0,0.0451,9.17e-06,0.692,0.12,0.248,140.11,4,black-metal
6944,7kEQvD0bqdiDh28wvQ33ZH,Portrayal of Guilt,Let Pain Be Your Guide,A Burden,17,109293,False,0.227,0.991,1,-4.537,1,0.154,2.3e-05,0.00458,0.058,0.117,91.042,4,black-metal
6945,4QHxkXXtbPAFFiG37wb4I0,Anaal Nathrakh,The Whole of the Law,The Nameless Dread,17,71375,False,0.206,0.613,3,-7.119,1,0.0463,0.899,0.748,0.309,0.0781,82.459,4,black-metal
6946,0NKaB1OtqKniD3UZE8feuj,Entombed,Uprising,Scottish Hell,17,182253,False,0.22,0.874,7,-4.389,1,0.0583,3.74e-06,0.836,0.14,0.211,107.561,4,black-metal
6947,20k6wvqnsp9pyv4FaTf94h,Kvelertak,Kvelertak,Fossegrim - BBC Sessions 2010,18,203057,True,0.269,0.922,7,-3.872,1,0.0773,2.14e-05,0.0134,0.0765,0.368,159.878,4,black-metal
6948,3BuUE97Z9XW1qoJ0Qxa7ER,Anaal Nathrakh,Vanitas,The Blood-Dimmed Tide,16,200920,True,0.292,0.67,6,-2.811,1,0.133,3.66e-05,0.315,0.326,0.0972,129.871,4,black-metal
6949,2dUKRZoxswaN2NXfvczc8Z,Anaal Nathrakh,The Whole of the Law,And You Will Beg for Our Secrets,17,200687,False,0.229,0.413,5,-3.835,0,0.0892,1.18e-06,0.904,0.0644,0.0777,119.816,3,black-metal
6950,4NcYRApZOUk4Y9vBSlFiZd,Hypocrisy,Abducted,Slippin' Away,40,312933,False,0.364,0.565,7,-8.793,0,0.0315,0.0005,0.289,0.254,0.0583,121.285,4,black-metal
6951,2FXckoxZCBeWvg3IaFd1EW,Fleshgod Apocalypse,King,The Fool,44,246373,False,0.469,0.99,6,-4.266,1,0.132,0.000178,0.00183,0.143,0.158,114.972,4,black-metal
6952,6gCCanQYC6OTcW2OGRnoeP,Psychonaut 4,Beautyfall,"Sana Sana Sana, Cura Cura Cura",37,504484,False,0.226,0.683,2,-7.47,0,0.0419,0.000125,0.00143,0.0863,0.0421,139.989,4,black-metal
6953,73MwXimOLw8YivPCWOCFqe,Sabhankra,Powercraft,Powercraft,17,257013,False,0.51,0.985,11,-7.518,1,0.107,0.00179,0.212,0.213,0.295,100.003,4,black-metal
6954,6QbM4HWbXwOyHLhgLXwjwW,Kampfar,Mellom Skogkledde Aaser,Valdogg,15,526933,False,0.235,0.998,9,-6.489,1,0.139,0.00334,0.094,0.34,0.0256,122.277,4,black-metal
6955,29NokCJQHum6VXYPK8meeX,Astronoid,Air,Trail of Sulfur,16,446613,False,0.361,0.966,7,-7.713,0,0.132,6.66e-06,0.827,0.293,0.117,161.018,4,black-metal
6956,7qifXxszXjUIsx0SKeADUM,Astronoid,Astronoid,Water,16,333733,False,0.35,0.953,5,-7.106,0,0.0609,1.32e-05,0.185,0.346,0.314,158.012,4,black-metal
6957,6UWH9wCKReQNgHHajRCJ3Y,Hulder,Godslastering: Hymns of a Forlorn Peasantry,De Dijle,17,392577,False,0.225,0.25,3,-14.85,1,0.0385,0.921,0.971,0.382,0.0395,124.915,4,black-metal
6958,13TqvB91x3vY05Ym9OJ9It,Astronoid,Astronoid,Fault,17,334000,False,0.379,0.93,0,-8.233,1,0.102,0.000124,0.208,0.0771,0.0396,155.01,4,black-metal
6959,71lK2GJzwUVThQuOGKTHSE,Fleshgod Apocalypse,Agony,The Violation,44,258866,False,0.384,0.991,7,-1.457,1,0.0878,0.00356,0.845,0.527,0.0299,134.913,4,black-metal
6960,67qTdgJoYdluYB1aPZE6XF,Psychonaut 4,Dipsomania,Beware the Silence,36,310986,False,0.539,0.757,4,-6.398,0,0.0499,0.0047,0.0005,0.0926,0.147,124.982,4,black-metal
6961,5Xod1NZrvEBucvQJIxI8O5,Arckanum,ÞÞÞÞÞÞÞÞÞÞÞ,Þann Svartís,16,246826,False,0.234,0.929,0,-3.059,0,0.0818,0.0,0.933,0.272,0.1,155.577,4,black-metal
6962,3337Hpv6XBBEWLwoRsSMxT,Tersivel,For One Pagan Brotherhood,Cruzat Beer House Song,16,241951,False,0.419,0.877,7,-5.468,1,0.102,0.0285,0.00088,0.712,0.397,170.025,4,black-metal
6963,1u61kmfYl8oQTDiOLYc8RC,Gehenna,First Spell,Midvinter Forest,16,202213,False,0.228,0.911,1,-8.409,1,0.169,0.175,0.873,0.4,0.121,127.168,4,black-metal
6964,25aS4iKJ3DXGN3hpZD9P9W,Skyforger,Kurbads,The Devil Slayer,16,305213,False,0.468,0.997,11,-4.756,0,0.172,3.88e-06,0.696,0.154,0.0389,150.006,4,black-metal
6965,089QFxwC1qzkdZAYLB5SL6,Winterfylleth,The Hallowing Of Heirdom,The Hallowing Of Heirdom,17,442200,False,0.304,0.228,7,-13.441,1,0.0332,0.886,0.943,0.3,0.0768,109.955,3,black-metal
6966,7IKHrWPQCOQZCuwweRDAN1,Mephorash,Shem Ha Mephorash,Relics of Elohim,16,391338,False,0.335,0.716,1,-10.513,1,0.046,0.000129,0.303,0.32,0.0624,129.932,4,black-metal
6967,0ocm27j8fvDUUTDvYvOdcW,Sarastus,Enter The Necropolis,Witness The Earth Descend,16,267000,True,0.259,0.948,0,-7.112,1,0.0498,3.2e-06,0.289,0.232,0.26,160.021,3,black-metal
6968,0GZjFhNTIJpaVij8r0f2JO,Khold,Morke Gravers Kammer,Død,15,229120,False,0.422,0.884,6,-4.34,0,0.0379,1.11e-05,0.0,0.232,0.463,136.032,4,black-metal
6969,5WvlKj9tA6Yp2bniUpmHsx,Mystifier,Goetia,The Sign Of The Unholy Cross,16,420373,False,0.247,0.687,7,-18.731,1,0.0811,1.68e-05,0.27,0.0592,0.162,133.963,4,black-metal
6970,0AfL2S0ioAoRZZLwJdNNXm,Rose Funeral,Crucify Kill Rot,Gods Hideous Creation,17,208281,True,0.336,0.982,1,-5.683,0,0.186,4.16e-05,0.477,0.795,0.0794,134.528,4,black-metal
6971,5asYnKjFDtLjMa4qWzgajy,Graveland,Thousand Swords,The Time of Revenge,16,289586,False,0.215,0.988,2,-13.628,0,0.0963,3.59e-05,0.00105,0.328,0.0359,146.588,4,black-metal
6972,7gbjLoVKE8FZr8jra24GIR,Doomsday,Leyendas,Día De Muertos,16,228217,False,0.413,0.942,2,-5.139,0,0.0569,0.000985,0.00228,0.381,0.501,149.832,4,black-metal
6973,2pxIV7JtFzgFhc4nFz2rK8,Mysticum,Planet Satan,Annihilation,15,280666,False,0.32,0.995,11,-4.38,1,0.222,4.92e-06,0.768,0.312,0.0362,175.96,4,black-metal
6974,5mfyiAYTK4MxWq2elg1Kpv,Anal Vomit,Demoniac Flagellations,Sendero Siniestro,17,155600,True,0.193,0.995,3,-4.893,1,0.18,4.29e-06,0.0737,0.0486,0.0743,109.837,4,black-metal
6975,3K6QDFMVm252YBcc2li2lo,LIK,Carnage,Cannibalistic Infancy,17,136100,False,0.33,0.992,6,-4.689,1,0.206,2.6e-06,0.59,0.236,0.0993,111.666,4,black-metal
6976,1QYEWoUaGxGeeQAmSHbpSI,Old Man's Child,Revelation 666 - The Curse of Damnation,Hominis Nocturna,16,322333,False,0.159,0.973,4,-4.724,1,0.104,4.59e-06,0.0208,0.137,0.0752,101.408,4,black-metal
6977,5dKLPDmX4yooG1qkU8IhGT,Gernotshagen,Weltenbrand - Die Banner hoch der Nacht entgegen,Blinde Wut,17,242360,False,0.278,0.972,2,-4.296,0,0.222,0.000641,0.79,0.196,0.259,169.908,4,black-metal
6978,02BHN1ZmEF1KSXYUWL9alN,Carpathian Forest,Likeim,Likeim,16,165030,False,0.297,0.985,0,-6.411,1,0.175,5.35e-05,0.827,0.246,0.398,164.978,4,black-metal
6979,2fqzTsHIOdvb0v1GFawwUW,Djevel,Tanker Som Rir Natten,"Vinger som tok oss over en brennende himmel, vinger som tok oss hjem",15,760138,False,0.254,0.67,0,-4.519,1,0.124,6.71e-05,0.696,0.133,0.196,90.286,4,black-metal
6980,7Mzge90DaYRHsTCmg6SuTR,LIK,Mass Funeral Evocation,Serum 141,17,230600,True,0.19,0.967,7,-4.891,1,0.111,4.17e-06,0.247,0.375,0.289,87.243,4,black-metal
6981,3l8ZvfrgcnK5MRghlUajJB,Dornenreich,Her von welken Nächten,Wer hat Angst vor Einsamkeit?,15,374640,False,0.32,0.945,6,-6.311,0,0.117,0.000129,0.00177,0.657,0.39,152.781,4,black-metal
6982,4bQh3FEYggSr4NLEtDAV1r,Hellripper,Black Arts & Alchemy,Decrepit Christ,17,173543,False,0.305,0.997,5,-3.519,0,0.174,0.000728,0.16,0.0411,0.134,174.03,4,black-metal
6983,12JzhUXG6znnR5jM7bAs8T,Inferi,The End of an Era (Rebirth),Cursed Unholy,18,398666,False,0.203,0.974,9,-7.629,0,0.302,0.00119,0.875,0.104,0.0371,90.119,4,black-metal
6984,3eQQzykiGfBJOeVQOrlynC,Carpathian Forest,Morbid Fascination Of Death,Morbid Fascination Of Death,15,148800,False,0.189,0.905,2,-7.304,1,0.0693,3.54e-05,0.931,0.106,0.186,97.164,4,black-metal
6985,0zTdT65lUqepmx7N5dwVRj,Moonspell,Lisboa Under the Spell,Alma Mater,17,411506,False,0.337,0.955,9,-5.061,0,0.0839,5.98e-06,0.891,0.862,0.151,142.457,3,black-metal
6986,7gPherwdZt8Pdh8Srhw5HR,Carpathian Forest,Black Shining Leather,Lunar Nights,16,394373,True,0.171,0.807,8,-7.643,0,0.055,3.31e-06,0.84,0.156,0.151,124.244,4,black-metal
6987,5GkFWVUlCk5zbrmfAl7p57,Antichrist Siege Machine,Purifying Blade,Defiled in Iniquity,17,188312,False,0.114,0.991,6,-6.103,1,0.115,1e-06,0.84,0.287,0.0646,176.516,4,black-metal
6988,5BGRe1Egtr0ZymALgzQLvO,Samael,Aeonics - An Anthology,The Cross,16,196853,False,0.469,0.958,2,-5.408,0,0.0593,0.00609,0.00106,0.245,0.403,83.997,4,black-metal
6989,7Jsx6x2qhGfKED833E3d52,Windir,Soknardalr,Likbør,15,492434,False,0.12,0.891,0,-7.428,0,0.0752,0.000928,0.953,0.355,0.158,149.26,4,black-metal
6990,55Tq6v0YrWM3OEw4s75cc0,Incantation,Mortal Throne of Nazarene,Demonic Incarnate,17,351800,False,0.0859,0.849,8,-5.48,1,0.0801,0.00011,0.962,0.336,0.129,165.985,3,black-metal
6991,54HlHAstsrNh79FNGme31K,1349,The Infernal Pathway,Stand Tall in Fire,16,489333,False,0.203,0.928,9,-10.858,0,0.0866,2.24e-05,0.699,0.307,0.195,119.634,4,black-metal
6992,076gGw32LZtXrKdWBlBnVv,Antichrist Siege Machine,Purifying Blade,Antichrist Siege Machine,17,311718,False,0.193,0.99,1,-6.199,1,0.124,1.19e-06,0.848,0.0407,0.038,134.067,4,black-metal
6993,1LL4f5D8E5sdURjuADBD8s,Carnifex,Hell Chose Me (Bonus Track Version),The Scope Of Obsession,17,175906,False,0.573,0.976,1,-4.004,0,0.179,4.57e-05,0.0222,0.272,0.315,114.02,4,black-metal
6994,6DKP7aKpbczyNTZ3TQgl0q,Old Man's Child,Revelation 666 - The Curse of Damnation,Phantoms of Mortem Tales,16,335293,False,0.128,0.954,5,-4.753,1,0.0567,3.53e-06,0.128,0.167,0.183,147.166,4,black-metal
6995,1sBGKVkGtoyxjtVKp5Vz2K,Månegarm,Nattväsen,Bergagasten,16,310213,False,0.565,0.852,0,-3.869,0,0.034,0.00129,0.00114,0.0962,0.51,124.96,4,black-metal
6996,3SGBjlzkYK52pRFisKT3pJ,Satyricon,Live at the Opera,The Pentagram Burns,16,384946,False,0.406,0.977,2,-10.303,1,0.0809,0.00794,0.0497,0.953,0.0594,125.004,4,black-metal
6997,6xVbrVyIuGVgybBHrhN12E,Satyricon,Live at the Opera,Nocturnal Flare,15,433946,False,0.379,0.801,7,-10.539,0,0.0621,0.0335,0.0538,0.436,0.129,124.979,4,black-metal
6998,58Tlvz5XeWM3SZUYZcKCNt,Kvelertak,Nattesferd,Ondskapens Galakse,17,333506,False,0.363,0.854,2,-7.445,1,0.0397,8.93e-05,0.8,0.262,0.489,116.628,4,black-metal
6999,2dNyGWJDXBsy6nqI2AYRkx,Entombed,Wolverine Blues (Full Dynamic Range Edition),Wolverine Blues,17,132093,False,0.38,0.916,10,-11.547,1,0.0487,0.0025,0.882,0.242,0.29,152.409,1,black-metal
7000,5qm0KiVKMXW1kq6VrnIhz5,Eric Johnson,Ah Via Musicom,Cliffs Of Dover - Instrumental,59,249767,False,0.449,0.775,7,-12.029,1,0.0405,0.162,0.149,0.248,0.313,94.907,4,bluegrass
7001,5VYOUBkObeGOnCt30YDTJ3,Mipso,Edges Run,People Change,64,212853,False,0.373,0.276,7,-14.945,1,0.0357,0.883,0.0124,0.122,0.409,79.204,4,bluegrass
7002,0f7OHfUNNs5DGTijGFPalp,Alison Krauss;Brad Paisley,A Hundred Miles Or More: A Collection,Whiskey Lullaby,52,260826,False,0.532,0.371,2,-8.908,1,0.0334,0.817,0.0,0.131,0.161,74.47,4,bluegrass
7003,6HveTIMynTMzTc5L0TcS20,Alison Krauss & Union Station,Now That I've Found You: A Collection,When You Say Nothing At All,64,260800,False,0.514,0.243,3,-12.348,1,0.0288,0.752,0.00054,0.0822,0.388,171.816,4,bluegrass
7004,78ivvTBqkt3e6eBBkWMuV8,Wood & Wire,No Matter Where It Goes from Here,John,36,175466,False,0.388,0.47,5,-10.011,1,0.0377,0.584,1.99e-06,0.176,0.776,183.893,3,bluegrass
7005,2Q54qZEaQnGkdx3834TBfz,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,Interstate 8,36,254026,False,0.678,0.737,2,-7.146,1,0.029,0.321,0.000416,0.188,0.774,129.166,4,bluegrass
7006,5jiV53HABsmPO0y0138jwf,The Steeldrivers,The Muscle Shoals Recordings,Hangin’ Around,39,171506,False,0.487,0.558,7,-8.793,1,0.0289,0.539,5.12e-06,0.308,0.668,93.959,4,bluegrass
7007,47VEW1aJJAkwaZc2g6Bait,The Infamous Stringdusters,Let It Go,Colorado,38,209346,False,0.607,0.588,9,-6.882,1,0.0268,0.406,0.0,0.127,0.495,93.705,4,bluegrass
7008,7mwFpSD2Y6wTAi9lWTPNRB,Trampled by Turtles,Duluth,Empire,36,203053,False,0.434,0.796,9,-3.71,1,0.0325,0.658,0.00685,0.156,0.471,94.611,4,bluegrass
7009,56fKca6XW3xorTI3Ok6QQQ,J.D. Crowe & The New South,Come On Down To My World,White Freightliner,33,207000,False,0.566,0.781,11,-6.963,1,0.0302,0.376,0.0916,0.0967,0.962,133.312,4,bluegrass
7010,3hlCKrynZ2a1MuoMh2DGsC,The Steeldrivers,Bad For You,Falling Man,35,194333,False,0.437,0.341,6,-7.773,0,0.0292,0.822,0.0,0.109,0.436,148.067,3,bluegrass
7011,5DH5PdLCY67GIkjYsfWtNo,Greensky Bluegrass,If Sorrows Swim,Burn Them,37,201226,False,0.584,0.806,2,-4.858,0,0.0339,0.191,0.0658,0.234,0.755,136.687,4,bluegrass
7012,2E8fCCVffRCDERwEHLRsbA,Town Mountain,Leave the Bottle,Lawdog,35,288720,False,0.466,0.565,10,-10.29,1,0.0379,0.718,0.00194,0.295,0.698,199.894,4,bluegrass
7013,1BrS9cy4zHpXYq9oVYQJF5,Flatt & Scruggs,Foggy Mountain Jamboree (Expanded Edition),Blue Ridge Cabin Home,34,175800,False,0.61,0.512,10,-9.256,1,0.0322,0.628,0.000548,0.221,0.884,125.988,4,bluegrass
7014,16R4mLsUaqxztNbnjkzV1n,The Steeldrivers,The Muscle Shoals Recordings,Drinkin’ Alone,34,160346,False,0.476,0.684,2,-7.764,1,0.0594,0.299,1.34e-05,0.271,0.503,188.156,3,bluegrass
7015,4grmYnfTTC5s25gdSmACiU,Trampled by Turtles,Life is Good on the Open Road,We All Get Lonely,34,238040,False,0.508,0.522,8,-6.032,1,0.0326,0.219,0.0,0.138,0.463,127.964,4,bluegrass
7016,5UfTNVAB536Op3MZnwY5dk,Greensky Bluegrass,If Sorrows Swim,Demons,34,249280,False,0.495,0.742,11,-5.815,0,0.0301,0.239,0.0502,0.205,0.824,134.742,4,bluegrass
7017,1Ij3P9I2P4J40C2cSlSIPI,The Steeldrivers,The Muscle Shoals Recordings,River Runs Red,35,240733,False,0.296,0.308,7,-10.365,1,0.0301,0.532,0.0,0.123,0.331,149.956,3,bluegrass
7018,1wbDSpBA0d36mgsE2QhrPM,The Steeldrivers,Bad For You,Glad I’m Gone,35,179186,False,0.555,0.696,7,-5.992,1,0.0298,0.599,7.24e-05,0.145,0.84,169.963,4,bluegrass
7019,6XvMLLAyNZaAXFvEpFDH4M,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,Float On,35,253640,False,0.708,0.682,9,-7.987,1,0.031,0.331,0.0166,0.282,0.714,120.316,4,bluegrass
7020,5llrpUzc5oZ4U2RLruiDeI,Yonder Mountain String Band,"Mountain Tracks, Vol. 3",Holding,33,537106,False,0.472,0.702,9,-8.965,1,0.0981,0.82,4.25e-05,0.362,0.351,104.656,4,bluegrass
7021,4W42uTkqyIdNrhxHcmomnx,The Devil Makes Three,Do Wrong Right,Gracefully Facedown,39,251346,False,0.651,0.515,2,-9.237,1,0.0366,0.475,2.11e-06,0.122,0.895,157.174,4,bluegrass
7022,10clXWnF1WxfpWhuiHGZfx,Kitchen Dwellers,Ghost in the Bottle,Mountain,38,297640,False,0.583,0.63,0,-11.301,1,0.0353,0.459,0.115,0.285,0.662,150.064,4,bluegrass
7023,2SLLm0Dt3JHr0IEREeH0kj,Trampled by Turtles,Palomino,Help You,34,193586,False,0.398,0.78,4,-5.306,1,0.0359,0.242,0.0,0.342,0.772,149.503,4,bluegrass
7024,4QXKHFFKs9lhUuY18XIuEF,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,Ocean Breathes Salty,38,258760,False,0.63,0.789,7,-8.001,1,0.0271,0.133,0.00665,0.304,0.881,128.695,4,bluegrass
7025,50v8t9bmnwyu9iuMNJIIaG,Greensky Bluegrass,Live at Bell's,Road To Nowhere - Live,44,282253,False,0.646,0.51,4,-8.703,1,0.0335,0.514,0.000104,0.747,0.455,117.647,4,bluegrass
7026,7xg5qRVUAVKpaShA1hyF3D,The Devil Makes Three,Do Wrong Right,Aces and Twos,36,190680,False,0.64,0.688,7,-8.351,1,0.034,0.538,0.00114,0.105,0.969,130.31,4,bluegrass
7027,2VRlBQCorJfk9QNWVyCMpy,Trampled by Turtles,A Lifetime to Find,Burlesque Desert Window,34,179573,False,0.531,0.552,2,-7.846,1,0.0324,0.676,8.31e-06,0.109,0.816,80.945,4,bluegrass
7028,4KBHeyurBuptcTgRSycz97,The Steeldrivers,The SteelDrivers,Midnight Tears,36,177920,False,0.62,0.406,7,-5.824,1,0.0311,0.653,0.0,0.229,0.694,117.345,3,bluegrass
7029,0UQ6KhzPtiaeDgoxpIFO2z,The Infamous Stringdusters,Rise Sun,Rise Sun,34,206276,False,0.515,0.748,0,-5.758,1,0.035,0.311,0.00263,0.103,0.916,121.564,4,bluegrass
7030,7lu2eEEtAtRey3fulFeAxg,Leftover Salmon,Euphoria,Funky Mountain Fogdown,37,150373,False,0.43,0.902,2,-8.924,1,0.0447,0.0393,0.847,0.0489,0.928,161.404,4,bluegrass
7031,66rH0YhjRwi2JUhjRKWqoT,Yonder Mountain String Band,Elevation,40 Miles from Denver,39,226586,False,0.631,0.548,7,-8.886,1,0.0275,0.81,0.0193,0.272,0.622,108.004,4,bluegrass
7032,1fE4yrhQZdRzlMS0Ve0m18,Trampled by Turtles,Dear Jerry: Celebrating The Music Of Jerry Garcia (Live),Brown-Eyed Women - Live,35,342469,False,0.505,0.469,5,-12.386,1,0.0281,0.237,0.0,0.726,0.503,105.697,4,bluegrass
7033,2NrxTwhqku87YfIPa2EcPF,Town Mountain,Heroes & Heretics,Snowin' On Raton,39,230746,False,0.565,0.208,10,-12.778,1,0.0323,0.823,5.14e-06,0.109,0.449,148.024,4,bluegrass
7034,1jrSYv9dWkhppDRtgTcpNv,The Travelin' McCourys,The Travelin' Mccourys,"Lonesome, On'ry and Mean",33,312866,False,0.546,0.766,7,-7.249,1,0.0308,0.457,0.0476,0.218,0.835,117.192,4,bluegrass
7035,2yNGARwYc253fKGIy0CoyO,The Wailin' Jennys,40 Days,Old Man,44,191360,False,0.699,0.138,10,-13.479,1,0.0318,0.864,8.79e-06,0.116,0.287,80.505,4,bluegrass
7036,1PsqGUXy4eFdOKOmafn2ea,The Avett Brothers,Chill Christmas Dinner,Winter In My Heart,0,294960,False,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,4,bluegrass
7037,41tMIgwIR0Ye3ivO6GMr5q,The Avett Brothers,Acoustic Christmas Campfire,Winter In My Heart,0,294960,False,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,4,bluegrass
7038,3wBzbRG2OnmKl9jYyR6umu,The Infamous Stringdusters,Laws Of Gravity,Gravity,34,221640,False,0.462,0.613,7,-8.153,1,0.0271,0.213,0.0927,0.189,0.327,137.7,4,bluegrass
7039,5OwwWMZDh47EptyLoIAG23,Trampled by Turtles,Songs from a Ghost Town,Drinkin in the Morning,37,225946,False,0.553,0.703,4,-5.404,1,0.0276,0.208,0.084,0.179,0.705,92.292,4,bluegrass
7040,6vXQ12lw0BOY8ZAwT80wJy,The Avett Brothers,sadsadchristmas,Winter In My Heart,0,294960,False,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,4,bluegrass
7041,4qEJ335QcS2azvUJPgHG7S,The Avett Brothers,Calm Christmas,Winter In My Heart,0,294960,False,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,4,bluegrass
7042,6rmTI4qrd6b2iJddcCJy3A,The Avett Brothers,Christmas Vibes But Not Christmas Songs,Winter In My Heart,0,294960,False,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,4,bluegrass
7043,1R1XNbZDIDEDCi4Y16eNQn,The Wailin' Jennys,40 Days,Arlington,37,294160,False,0.654,0.295,10,-13.429,1,0.0293,0.768,0.000399,0.112,0.379,116.015,4,bluegrass
7044,5cZpITVFb3aeafBjpB5w3B,Nickel Creek,Chillin' It - Mellow Day Country,Sweet Afton,0,337906,False,0.325,0.154,4,-15.168,1,0.039,0.887,1.38e-06,0.106,0.301,204.882,3,bluegrass
7045,5YM4SoGPSpQtCjfCRULUFf,Punch Brothers,Acoustic Christmas Campfire,"O Come, O Come, Emmanuel",0,244880,False,0.606,0.298,2,-11.326,0,0.0319,0.701,2.06e-06,0.13,0.174,118.907,4,bluegrass
7046,01YEp5KTfQyoRpH3Ci1oFz,Tennessee Ernie Ford,Reelin' and Trippin' (Classy Road Trip Songs),Cincinnati Dancing Pig,0,169866,False,0.778,0.51,5,-10.072,1,0.209,0.822,0.000162,0.202,0.652,144.849,4,bluegrass
7047,760KGGc6GTn2w180XKNrgq,The Steeldrivers,Reckless,You Put The Hurt On Me,39,224786,False,0.602,0.297,9,-9.341,1,0.0254,0.879,6.28e-06,0.106,0.436,98.505,4,bluegrass
7048,70ZFAUADyyixehMqxRUMq9,The Steeldrivers,Reckless,Higher Than The Wall,37,227480,False,0.552,0.366,9,-7.274,1,0.0326,0.85,0.000163,0.193,0.345,125.686,3,bluegrass
7049,1QdVTJ1GEMnL1xhx5APGdy,The Steeldrivers,Reckless,"Guitars, Whiskey, Guns And Knives",38,154293,False,0.529,0.772,9,-5.109,1,0.0361,0.602,0.00281,0.341,0.634,105.401,4,bluegrass
7050,52l1zyV6TMxz9nUYggBglh,Caribou Mountain Collective,Went Down With the Sun,Ain't the Same,31,183840,False,0.548,0.466,1,-9.097,0,0.0358,0.833,6.36e-06,0.159,0.489,79.705,4,bluegrass
7051,6Dz2qlBYrXuhQ2y6YD6ReA,Tony Trischka,Solo Banjo Works,Beaumont Rag,30,124333,False,0.503,0.28,9,-18.668,0,0.0526,0.881,0.729,0.171,0.957,99.959,4,bluegrass
7052,73C8vVm2BRLLBQ8FH6N6Qm,Jerry Douglas;Paul Simon;Mumford & Sons,Traveler,The Boxer feat. Mumford & Sons and Paul Simon,58,245106,False,0.502,0.372,0,-10.996,1,0.0313,0.677,5.61e-05,0.104,0.257,98.607,4,bluegrass
7053,7KJLHc8L9sQem8oc6mTBOt,Jim and Jesse and the Virginia Boys,Y'all Come!,Ole Slew Foot,32,154960,False,0.582,0.411,9,-9.492,1,0.0381,0.598,2.75e-05,0.134,0.756,146.149,4,bluegrass
7054,2e5fxFh9iG3SH0l5x3R6KQ,Wood & Wire,North of Despair,Texas,30,184939,False,0.478,0.333,2,-10.543,1,0.0288,0.786,2.46e-05,0.103,0.317,151.675,4,bluegrass
