,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
54963,4MhdM3b6QIEOGAW9pDUq7y,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,Enna's Anger,8,48000,False,0.207,0.634,7,-13.406,1,0.0654,0.555,0.0656,0.0858,0.0396,80.642,4,idm
81188,7H3mfOvtPNA8YDF3EdKy0L,Neeraj Shridhar;Kavita Seth,Cocktail (Original Motion Picture Soundtrack),Tum Hi Ho Bandhu,71,283693,False,0.715,0.89,11,-5.438,0,0.051,0.00111,0.000837,0.0297,0.891,134.994,4,pop
33763,7aAUBn95iXUX67K9AzUyzN,sadeyes,dropout,dropout,43,121575,True,0.541,0.849,5,-6.773,0,0.146,0.00487,5.09e-06,0.126,0.498,150.285,4,emo
49432,3AlnhfVMpyT630R9sTPqbk,Bass Chaserz;Buren Van De Brandweer;Noise Cartel,Afstand,Gas Erop,23,228764,False,0.45,0.935,4,-1.94,0,0.0426,0.0969,0.000228,0.101,0.623,75.517,4,hardstyle
60649,1eYn6cxevjYHkLr0GAn2Xb,Mavado,Mr. Brooks...A Better Tomorrow,Money,20,200080,False,0.418,0.797,1,-5.455,0,0.447,0.216,0.0,0.418,0.6,67.674,4,j-dance
30215,3LEgGAl9zLcQWGTp7ptqtQ,Jonas Blue;Why Don't We,Don’t Wake Me Up,Don’t Wake Me Up,76,188894,False,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,4,edm
96491,4BMcmOV5mCYOnLqIBA5tVa,Grupo Fundo De Quintal,Roda de Samba do Fundo de Quintal no Cacique de Ramos (Ao Vivo),Conselho / Insensato Destino / Coisa de Pele - Ao Vivo,38,399317,False,0.523,0.906,7,-5.993,1,0.0704,0.379,0.0,0.569,0.757,104.859,4,samba
85263,6u0odc379RvWuJmOmxbRE1,Killing Me Inside,Selftitled,Tanpa Dirimu,44,237906,False,0.449,0.902,1,-3.293,1,0.0447,0.000195,0.0,0.0926,0.36,80.086,4,punk-rock
47485,4vQnWwYBGabKpAoYLfinQp,Pitty,Anacrônico,Anacrônico,40,192106,False,0.483,0.868,0,-6.083,1,0.14,0.014,0.0,0.487,0.561,138.111,4,hard-rock
81376,2hDMBVN3P47GEhH5VtmA6m,Tegi Pannu;Manni Sandhu,Untouchable,Untouchable,69,153210,False,0.658,0.603,2,-6.552,0,0.0676,0.472,0.0,0.124,0.519,146.864,4,pop
106735,3iSt8hTzeb5SKdHLVwTFcc,Köttgrottorna,Sanningens Morgon,Älska Mig,37,185933,False,0.646,0.728,1,-6.266,0,0.0346,0.0515,0.0,0.127,0.805,105.696,4,swedish
61063,43hAWgANUMvybp1zDBMrRf,BABYMETAL;F.HERO,METAL GALAXY,PA PA YA!!,55,235159,False,0.521,0.989,10,-0.755,0,0.157,0.00285,0.00116,0.346,0.432,158.036,4,j-idol
56822,0qt5f5EL92o8Snzopsv0en,Sheppard,Bombs Away,Geronimo,70,218227,False,0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,4,indie-pop
111818,15J6PrzKaLtvw0dBr9sq72,Amon Tobin,Supermodified,Slowly,49,337506,False,0.575,0.637,1,-8.874,0,0.0348,0.0792,0.911,0.384,0.122,136.025,4,trip-hop
14438,6PrY94UNlprmn7EjTlmraq,Caillou,Les chansons de Caillou,Les dinosaures,33,92573,False,0.707,0.59,4,-11.312,0,0.312,0.778,0.0,0.132,0.841,185.773,3,children
12727,0GHIGWEYqQ6WacoOSSkWoz,Aaron Kwok,郭富城愛。情大舞台,因愛之名,20,250506,False,0.432,0.367,9,-9.215,1,0.029,0.478,0.000123,0.188,0.28,137.016,4,cantopop
75226,4Uu2vVyVVU164T92UIodJl,Jim Brickman,Jim Brickman Christmas Memories,Oh Come All Ye Faithful,25,169874,False,0.431,0.17,0,-14.912,1,0.0389,0.988,0.845,0.0846,0.385,146.479,4,new-age
95826,1IHWL9DuVNGs7AEx5Fr6rs,Los 4,X+ (Deluxe Edition),No Te Acuerdas,28,200160,False,0.725,0.963,7,-3.57,1,0.0451,0.538,3.55e-05,0.2,0.87,102.989,4,salsa
61710,1wOYiDLgfmw8rL63R9YBSS,Nogizaka46,夏のFree&Easy Type-C,ここにいる理由,19,235840,False,0.482,0.802,6,-4.677,0,0.0927,0.132,0.0,0.111,0.501,174.943,4,j-idol
109733,2arir9Fflyqh00LWlOxaym,Boris Brejcha;Laura Korinth,Space Diver,Gravity,44,564480,False,0.8,0.62,7,-10.447,1,0.0749,0.000153,0.724,0.108,0.121,125.004,4,techno
88295,1Smucg21g2gBmJ8z9yfW7a,Jhayco;Anuel AA;J Balvin,Noche de Halloween Latino,Medusa,3,304920,True,0.841,0.601,0,-7.295,1,0.223,0.197,3.35e-06,0.11,0.362,97.912,4,reggae
43888,6ebcAa58q1QVhROAfFzUDV,Mastodon,The Hunter,Octopus Has No Friends,26,228693,False,0.106,0.98,7,-5.017,1,0.332,2.71e-05,0.0173,0.0909,0.108,50.893,3,groove
50972,0zKVsJQbeWL59hisI4vXNo,Dragonfly,Alma Irae,Ángeles Con Una Sola Ala,19,385066,False,0.552,0.974,7,-3.352,1,0.0886,0.00659,4.26e-06,0.222,0.174,110.002,4,heavy-metal
77948,2kBOGaM59jx9qnnwgJJ58i,Jorge Aragão;Zeca Pagodinho,Ao vivo convida (Redux),Mutirão de amor - Ao vivo,42,284760,False,0.65,0.617,9,-9.075,0,0.129,0.676,3.16e-06,0.98,0.621,89.171,4,pagode
67135,4sIhqSb3u7PhFWE5k1Xwg3,J Balvin;Zion & Lennox,Regageton Para Niños,No Es Justo,3,251266,False,0.811,0.812,7,-4.47,1,0.0635,0.151,0.000362,0.152,0.689,87.98,4,latin
80314,3TAhWtQnpoL5Vl9VQPl9fU,Farhan Akhtar;Hrithik Roshan;Abhay Deol;Maria Del Mar Fernandez,Zindagi Na Milegi Dobara,Senorita,64,229575,False,0.701,0.681,9,-6.442,1,0.0466,0.134,0.0,0.064,0.81,122.539,4,pop-film
106431,6QN99Sr4CgkxOG0AiUuIz9,Håkan Hellström,"Nåt gammalt, nåt nytt, nåt lånat, nåt blått",Klubbland,39,253293,False,0.426,0.881,9,-3.349,0,0.0861,0.0968,0.0,0.535,0.674,125.313,4,swedish
28226,4JDV87IELfaz9tS9UKJOKN,INF1N1TE;Semidubs,CLOSE MY EYES,CLOSE MY EYES,39,172000,False,0.469,0.957,5,-3.703,0,0.276,0.419,0.00836,0.25,0.648,74.645,4,dub
26684,29P1YY1UII8UzO1AQu31Fq,Alan Menken;Disney,La Petite Sirène (Bande originale française du Film),Jig,21,92853,False,0.743,0.398,7,-8.808,1,0.0334,0.626,9.21e-05,0.578,0.692,125.546,4,disney
99717,0L3oQdYUvVbsOOPJSkZ3C3,Hozier,"Wasteland, Baby!",Would That I,60,268293,False,0.521,0.526,5,-6.032,1,0.0281,0.243,0.00537,0.108,0.502,130.694,4,singer-songwriter
16801,1ajmDbaiiibRPxiXUSMGlg,Wolfgang Amadeus Mozart;Mao Fujita,Mozart: The Complete Piano Sonatas,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",13,178760,False,0.474,0.159,9,-19.083,0,0.0449,0.993,0.898,0.0872,0.585,103.512,4,classical
31642,77JnuzkgDssvr8Q5GQ39Eh,Cali Y El Dandee;Danna Paola,Verano en Junio,Nada,0,174026,False,0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,4,electro
1689,1AkJ0KWEvJaziCj9XIdt1v,Manoel Cordeiro,Manoel Cordeiro & Sonora Amazônia,Cumbia da Simone,18,184832,False,0.721,0.777,4,-5.589,0,0.0362,0.504,0.85,0.128,0.782,114.014,4,afrobeat
103316,5LTYshvqiHa2jRrbVAM5cc,Aloe Blacc,Weihnachtspop 2022,The Christmas Song,0,196853,False,0.57,0.0696,6,-13.124,1,0.0504,0.888,0.0,0.11,0.182,139.348,4,soul
109466,2w1JSr3I1BXnTRyGskbJ45,Matador,Ramaha,Juniper,48,414193,False,0.765,0.702,7,-7.879,0,0.0486,0.121,0.906,0.666,0.239,123.993,4,techno
5732,7Cq0VTjppyY1y5S8Ry8E1U,Kato,Naruto Vibes,The Raising Fighting Spirit,42,108546,False,0.573,0.469,4,-7.817,0,0.0246,0.398,0.903,0.268,0.0995,109.983,4,anime
57988,4vCiNW18AyeaUAZosVnX61,Jake Miller,Silver Lining II,Ross And Rachel,60,192980,False,0.66,0.639,9,-6.61,1,0.0286,0.345,0.00109,0.0775,0.227,124.068,4,indie
104740,1DAQazoAPdbbcc17zgpGep,Nach,Los Viajes Inmóviles,Donde Descansa La Esperanza,27,319013,False,0.507,0.559,8,-12.794,1,0.284,0.707,0.000853,0.326,0.366,132.499,3,spanish
25537,604fn74h7g6SeX9uqP3nOQ,Szumek;Majki,Podrabiany Rolex,Podrabiany Rolex - Extended Mix,33,182400,True,0.855,0.805,0,-6.492,1,0.356,0.293,0.000155,0.0822,0.864,150.063,4,disco
29091,1nkpXkr1Qacmp2BPd6mgct,GG Magree,Deja Reve,Deja Reve,54,168073,False,0.611,0.618,9,-6.573,0,0.0655,0.0029,0.000757,0.24,0.515,99.999,4,dubstep
90439,7MF3XEeYpo3FX688GCVzZP,Hermanos Carrion,Discos Del Millón,Entre La Lluvia Y Mi Llorar,33,126800,False,0.573,0.236,0,-14.485,1,0.0334,0.954,0.0455,0.146,0.399,93.16,4,rock-n-roll
80460,0ypgFw67lNEpoKFUxUV0tG,KK,Rehnaa Hai Terre Dil Mein,Such Keh Raha Hai,60,328880,False,0.797,0.306,11,-14.176,0,0.0487,0.337,0.0,0.169,0.519,124.003,4,pop-film
57366,2GgxS8bUT5G25QJTsfSv0R,Ellie Goulding,Halcyon Days,Burn,71,231211,False,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,4,indie
37651,6vBMMa2erexusV4XrgXea9,2Pac,Until The End Of Time,Lil' Homies,64,223973,True,0.897,0.815,10,-4.227,0,0.212,0.159,0.0,0.0637,0.804,97.6,4,funk
88084,6H73ViNxjmJcXWHGX20Vkx,J Balvin;Maria Becerra,Feliz Cumpleaños con Perreo,Qué Más Pues?,1,217361,False,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,reggae
41732,2jaL0uHOhX3nUJpXrUgThI,The Gathering,How to Measure a Planet? (Deluxe Edition),Red Is a Slow Colour,21,385960,False,0.402,0.606,9,-7.008,0,0.0294,0.00316,0.00743,0.187,0.14,130.497,4,goth
16618,3I55ELqZhwcW022mXBontJ,Sanjay Subrahmanyan,Gems of Carnatic Music: Sanjay Subrahmanyan (Live in Concert 2005),Kakkai Chiraginile - Desh - Adi - Live,32,375605,False,0.39,0.282,9,-13.524,1,0.0493,0.891,0.000111,0.124,0.297,155.877,4,classical
69328,30bS5XmI38EbBExkHAYY9t,Havoc Mathan;Havoc Naven;John Dice,Sandiyar Kathai,Sandiyar Kathai,35,367412,False,0.839,0.848,2,-8.863,0,0.132,0.374,0.0,0.0495,0.647,98.009,4,malay
102607,0lhACxwxX7shlAhWuQyf9c,Osho Jain,Siya Hai,Siya Hai,36,60000,False,0.619,0.337,11,-11.856,1,0.0309,0.705,1.57e-06,0.189,0.468,143.952,3,songwriter
49191,1UVpssTkGk1wgHcnzLpPbd,Ricardo Moreno,Bestel Mar (Rowwen Hèze),Bestel Mar (Rowwen Hèze),29,205042,False,0.61,0.905,0,-3.034,1,0.0481,0.00396,0.11,0.0449,0.411,159.982,4,hardstyle
92107,7g7Zqii3qccY5O8DNL8PFw,The Platters,A Very 60s Christmas,Jingle Bell Rock,0,108186,False,0.525,0.711,2,-5.325,1,0.0333,0.651,0.0,0.657,0.904,69.688,4,rockabilly
18369,4OhrEMzb7JIlDLJnDF5i2V,Robert Schimmel,Life Since Then,17 Year Old,23,291880,True,0.598,0.583,8,-16.918,1,0.943,0.885,0.0,0.579,0.354,120.523,1,comedy
105083,6Ck6Tv3EopH6L33sH2I47y,Master Haratt,Delicious Deeds,Delicious Deeds,47,185783,False,0.78,0.417,8,-3.343,0,0.0782,0.127,0.872,0.12,0.759,83.088,4,study
1890,4MTlCpVmNYut1jee7533pS,The Poets Of Rhythm,Practice What You Preach,It Came Over Me,17,208933,False,0.438,0.393,11,-8.877,0,0.0276,0.41,5.59e-05,0.312,0.533,60.587,4,afrobeat
86424,02vvQ6oDimuTU2fnaewwXv,PXNDX,Bonanza,Consejo al espejo,41,265706,False,0.389,0.936,10,-3.86,1,0.0569,0.0055,0.00305,0.121,0.518,175.954,4,punk
54338,2sjg5jT1ljKRaL2C4nDsnp,LFO,Advance,Tied Up,14,321360,False,0.572,0.98,7,-4.933,1,0.0997,0.000399,0.766,0.0606,0.405,109.994,4,idm
33775,2FoRvrNWBtrJiSgIjmivKG,Lil Peep,"Come Over When You're Sober, Pt. 2",Hate Me,60,180600,True,0.328,0.619,0,-7.136,1,0.282,0.266,1.95e-06,0.178,0.405,67.153,4,emo
7821,1yv1Lkxrpm9QPE08AV8kEx,Alison Krauss & Union Station,Lonely Runs Both Ways,This Sad Song,21,140880,False,0.577,0.708,4,-5.841,0,0.0279,0.688,0.101,0.335,0.78,109.785,4,bluegrass
10022,6eypw7fGYBtYxD3dCE2pld,The Chemical Brothers,We Are The Night,Do It Again,51,332973,False,0.867,0.714,4,-5.144,1,0.0662,0.0224,0.704,0.104,0.623,123.974,4,breakbeat
21676,0nhpEyfRlP20GR75sJfMRJ,Beenie Man,Reggae Gold 1996,Old Dog,27,164426,False,0.708,0.41,11,-15.231,0,0.34,0.069,0.0,0.305,0.753,179.81,4,dancehall
67564,4anDOL5GSVuH10FFmjNBdc,Sofía Reyes;Rita Ora;Anitta,The State of Pop,R.I.P.,1,187200,True,0.764,0.751,8,-3.713,0,0.0711,0.18,0.0,0.0696,0.698,100.074,4,latin
26394,3kKrM86UGhyXZw92BFuqX8,André Leono,Tudo o Que Tenho é Teu,Tudo o Que Tenho é Teu,24,279800,False,0.509,0.632,2,-7.726,1,0.0272,0.0331,1e-05,0.179,0.425,134.923,4,disney
66552,3Xh4kaQAumTW993ETAdACB,Ray Remesch,"EFlashApps Nursery Rhymes, Vol. 3",English Spanish Color Song,26,67010,False,0.716,0.349,5,-8.007,1,0.033,0.69,0.0,0.177,0.645,121.973,4,kids
78292,26ekeYholcU9RYnWtpJfUQ,Tim Toupet,Best Of Karneval,So ein schöner Tag (Fliegerlied) - Party Mix,0,208786,False,0.531,0.977,9,-3.097,1,0.269,0.178,0.0,0.134,0.806,135.767,4,party
35979,4L3jmqm48RXMiVFoWSTRK5,Bonde do Brasil,"Sem Você Não Dá, Vol. 01",Sem Você Não Dá (Dono do Seu Beijo),36,196728,False,0.743,0.709,0,-6.74,1,0.0531,0.597,4.38e-05,0.3,0.912,162.116,4,forro
12613,1lM4cYuhJHSsDRfD0ZCRN7,Eason Chan,陳奕迅 國語精選 (HQCDII),你的背包,45,238693,False,0.571,0.554,4,-7.539,1,0.0297,0.337,0.000118,0.0878,0.334,125.989,4,cantopop
20584,2hrUO4drrO63i7FYbCLBl2,Clean Bandit;Sean Paul;Anne-Marie,What Is Love? (Deluxe Edition),Rockabye (feat. Sean Paul & Anne-Marie),72,251173,False,0.717,0.73,9,-4.729,0,0.0568,0.383,0.0,0.398,0.792,102.002,4,dance
12940,6obcfaN1hYGCy1dUuXMpao,張偉文;May Ho,靚聲王張偉文唱好101-6CD世紀珍藏集,帝女花之香夭(Live),20,333440,False,0.194,0.381,2,-6.463,0,0.034,0.487,0.0,0.329,0.44,75.195,4,cantopop
59099,1sTGtKqzdOjUJ8t8JAhPpM,Alphaxone;Onasander;protoU,Shadows of Forgotten Legends,Below the Thunders of the Upper Deep,9,350695,False,0.167,0.304,8,-22.959,1,0.0485,0.512,0.89,0.149,0.133,126.638,4,iranian
53964,3jb6qb2BtrOeQP0UprQ67y,Burak Yeter;Danelle Sandoval,Tuesday (feat. Danelle Sandoval) [Radio Edit],Tuesday (feat. Danelle Sandoval) - Radio Edit,53,193333,False,0.855,0.624,9,-6.149,0,0.0667,0.0222,0.00712,0.0749,0.702,98.995,4,house
34666,59sD9VrnVLXSCC2iK0a8PN,Ardian Bujupi;Xhensila;Master HP,Cika Cika,Cika Cika,52,162200,False,0.802,0.698,8,-5.146,1,0.121,0.026,2.58e-05,0.847,0.671,99.995,4,folk
12176,3MNFiVcKOPlcvXcx9EHdpE,my little airport,在動物園散步才是正經事,"Victor, Fly Me to Stafford",37,134414,False,0.622,0.524,9,-7.626,0,0.0282,0.693,0.00263,0.094,0.733,152.972,4,cantopop
43313,0hKa1iXJRQMcpMELUojgTI,JADED;Carlita,Zorro,Zorro,58,216981,False,0.69,0.881,5,-5.924,0,0.0463,0.00196,0.811,0.218,0.662,125.019,4,groove
37489,1G2foJrzF9F4PcLx1bpSmu,The Supremes,60s Christmas Party,Little Bright Star - Stereo,0,146000,False,0.711,0.774,3,-6.769,1,0.0564,0.549,0.0,0.103,0.553,115.007,4,funk
58272,6siP2Q5fIXx2WU8gkQ3KPB,Sevendust,Animosity,Damaged,28,274600,True,0.489,0.963,1,-3.679,1,0.133,3.66e-05,3.84e-05,0.519,0.334,108.861,4,industrial
16060,5jLDnNK79TS2LKwrHMEAeC,Frédéric Chopin;Seong-Jin Cho,Classical Running,"Études, Op. 10: No. 12 in C Minor ""Revolutionary""",0,155880,False,0.175,0.196,5,-18.02,0,0.0326,0.959,0.823,0.209,0.151,49.891,4,classical
16766,7zJ2VoTjvnOdhWh4jS06XF,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields Chamber Ensemble,Mozart - Inspiring Classics,"Divertimento No. 15 in B Flat Major, K.287: Variation V",4,64000,False,0.575,0.00994,0,-17.007,1,0.0739,0.933,0.00109,0.14,0.437,60.437,4,classical
39939,5ixoBI0BBdna1UfuuLKWTy,Frei.Wild,15 Jahre Deutschrock & SKAndale,"Willig, sexy und perfekt",38,233204,False,0.609,0.874,1,-2.191,0,0.0364,0.00424,0.0,0.222,0.433,140.034,4,german
9597,3yfRDsK74hvMIBLR1VX3nO,Sandra De Sá,Sandra Sá,Retratos e Canções,46,234333,False,0.611,0.4,9,-12.371,1,0.023,0.168,0.0,0.119,0.547,81.05,4,brazil
103718,5nbzkaoGC4Ga3mxgezGo51,Tierra Whack,Best R&B Tunes,Link,0,129505,False,0.86,0.547,0,-10.638,1,0.0786,0.231,1.02e-06,0.146,0.467,150.074,4,soul
42525,20NxZGy3Zx3qQFW8dAP4vP,The Day Everything Became Nothing,Slow Death By Grinding,Fuel for Hatred,13,232973,False,0.206,0.989,1,-5.168,0,0.205,1.17e-06,0.894,0.0957,0.167,159.207,4,grindcore
56228,3cbSwpMhYwcwijm3d0J1uJ,Ritviz,Mimmi,Taj,49,169508,False,0.67,0.685,1,-9.029,0,0.0631,0.278,3.56e-06,0.103,0.689,159.942,4,indie-pop
65177,3uRLwBjI2TahxslcMTvpFs,BTS,Love Yourself 承 'Her',DNA,73,223122,False,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817,4,k-pop
85143,5L0oNcUAPW4zFLBekccycM,Sumo,Llegando Los Monos,El Ojo Blindado,50,134173,False,0.192,0.894,2,-7.136,1,0.0421,3.42e-06,0.0028,0.025,0.67,194.458,4,punk-rock
9530,7gsWcwi6Y1hj2WSNxnm12K,Padre Fábio De Melo,Vida,Vida,45,231200,False,0.629,0.305,6,-13.996,0,0.0315,0.778,0.0,0.117,0.263,120.103,4,brazil
93724,4mz7QTOsearY3W6aRPmrK4,Oleg Pogudin,Русский романс. Часть II,Моя душечка,0,135986,False,0.611,0.198,4,-15.871,0,0.307,0.808,0.0,0.114,0.511,96.001,3,romance
46555,6PPYJamzHewcsvHvcuiFq5,Jakka-B;Tatsunoshin,Someone To Forget,Someone To Forget,18,167294,False,0.476,0.838,0,-4.643,1,0.0701,0.0665,0.0,0.432,0.324,170.054,4,happy
50967,3chcpzXGjbKNsYpLl8xo0o,Asspera,La Concha de Dio$,Billetín,19,286374,True,0.552,0.944,8,-4.886,1,0.0565,0.000331,1.15e-05,0.111,0.606,140.03,4,heavy-metal
47546,7ejyUCWw9t9AbeOrCj5p7t,Matanza,Pior Cenário Possível,"O Que Está Feito, Está Feito",39,160626,False,0.404,0.979,9,-5.348,0,0.0551,0.00148,1.41e-05,0.0818,0.686,135.898,4,hard-rock
51143,3yqkV2Vd0u4l9lUnlaFNZT,Anirudh Ravichander;Ravi G,Vikram (Original Motion Picture Soundtrack),Porkanda Singam,65,198000,False,0.527,0.591,5,-7.632,0,0.0282,0.626,0.00798,0.385,0.543,119.932,3,hip-hop
20045,6EeWU1liZ7kwfWUT9gzOoL,David Guetta;MistaJam;John Newman,La Fine dell'Estate,If You Really Love Me (How Will I Know),3,184390,False,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,4,dance
53710,0wp6ckRomrGJq2fD2CFOQE,Daya;JVKE,Bad Girl (JVKE Remix),Bad Girl - JVKE Remix,69,166222,False,0.834,0.662,5,-6.179,1,0.0407,0.522,9.07e-05,0.14,0.718,115.999,4,house
59334,6okqufCAVzQquOT8gmLWsE,Najand,Spectre of Revolution,Koohestan,0,60107,False,0.163,0.994,1,-4.357,1,0.255,0.00119,0.844,0.613,0.0298,130.483,3,iranian
86168,3n9McysKwxw7VA3Ym3Kvxl,"nothing,nowhere.",Top of the Rock,Pieces of You,0,182568,False,0.469,0.908,1,-3.15,1,0.0765,0.00223,0.0,0.0711,0.656,94.055,4,punk
1630,00Ys2R4wKqpKbGMgpZBirL,Lack Of Afro,Press On,Rusty,20,237026,False,0.611,0.973,8,-6.378,0,0.0555,0.0637,0.682,0.0851,0.898,100.403,4,afrobeat
4017,0O0bttAxJKKWqAqY2Nq4mC,Cigarettes After Sex,Cry,Falling In Love,68,245840,False,0.472,0.27,7,-11.649,1,0.027,0.729,0.0158,0.125,0.373,140.673,4,ambient
64342,6oJYGpz4Q8YSdospDyCJAP,Nat King Cole,pov: you rock around the christmas tree,The Happiest Christmas Tree - Remastered 2009,0,105346,False,0.494,0.644,0,-11.781,1,0.905,0.704,0.0,0.781,0.866,206.13,4,jazz
92150,7caj6X6NMX3tlhWnu1du6V,Ritchie Valens,Ritchie Valens,We Belong Together,69,116626,False,0.684,0.247,5,-13.71,1,0.0281,0.872,0.000166,0.113,0.768,106.522,3,rockabilly
19682,2eRV0Zen3OvAb2phNk7IIU,Koe Wetzel,Noise Complaint,I'll Be Fine,46,240846,False,0.663,0.644,4,-8.92,0,0.0375,0.0721,0.0,0.0736,0.372,123.968,4,country
30742,1bEuLIBkVliL3hsp47FdLz,Matoma;Brando,EDM Hits,The Bender,0,184320,False,0.707,0.882,6,-7.46,1,0.0385,0.0606,0.0131,0.105,0.208,125.007,4,edm
71539,5FQXMRDSTkn9fowDJ3kZo8,Sick Puppies,Tri-Polar (International Version),You're Going Down,66,187346,True,0.49,0.833,6,-5.899,1,0.0487,0.0116,0.000504,0.15,0.39,89.981,4,metal
75106,3exCa2VExkXc27C3SDGUVG,Enigma,Sadeness (Part I),Sadeness - Part I / Extended Trance Mix,40,302306,False,0.626,0.398,7,-15.222,1,0.039,0.0602,0.247,0.0523,0.492,95.684,4,new-age
37291,7pe5uLgTTJwaCkbMyJT6Qq,INXS,Hits Pop Rock 90's,Elegantly Wasted,1,272506,False,0.736,0.781,5,-3.98,1,0.0443,0.00124,0.0138,0.0796,0.787,110.014,4,funk
109731,1eUNxXsRKs3hyN5gkjsx6f,Angerfist,Dominator 2022 (Hell Of A Ride),The Other Side,26,319500,False,0.366,0.928,1,-1.187,1,0.0432,0.0539,0.134,0.0987,0.0395,160.044,4,techno
104379,303wZAFrAzGnfxpqtmLRsH,Café Quijano;María José,Saber si estoy a tiempo (feat. María José),Saber si estoy a tiempo (feat. María José),30,228123,False,0.643,0.631,4,-5.825,0,0.0392,0.354,1.84e-06,0.102,0.184,144.019,4,spanish
99855,2jlPMNMojBNtGZTnSuXItA,Prateek Kuhad,Prateek Kuhad,Something Wrong,33,208413,False,0.564,0.384,9,-8.651,1,0.0289,0.729,1.76e-06,0.185,0.188,90.123,4,singer-songwriter
64278,3vyeSoDVYRfAzk3GFXEn9U,Nat King Cole;John Legend,World's Best Christmas Playlist,The Christmas Song (Chestnuts Roasting On An Open Fire),0,210026,False,0.226,0.382,1,-9.243,1,0.0288,0.845,0.0,0.111,0.165,81.943,4,jazz
32020,6SQDhaDMwLeRGHfyLb00d4,Midival Punditz;Karsh Kale;Raghu Dixit,Gully Boy,Train Song,49,238930,False,0.397,0.684,8,-10.014,1,0.0419,0.0486,0.0075,0.11,0.87,63.047,4,electronic
87097,52gGYiO7QQtQMpvF8OBHDV,Lulu Santos,Só as Melhores do Pop Rock Brasileiro,Um certo alguém,0,213573,False,0.684,0.708,9,-11.404,1,0.0299,0.513,2.19e-06,0.088,0.84,134.685,4,r-n-b
9205,0udrtBC4E19RBX33bdQPLo,Don L,Roteiro pra Aïnouz (Vol. 2),enquanto recomeça,48,187504,False,0.686,0.637,1,-6.821,0,0.0737,0.057,0.00451,0.189,0.214,146.067,4,brazil
94186,2U8tH2LXMh5EQvI6oBhSHJ,Thomas Reid;Rxseboy;Powfu,Are You Okay?,Are You Okay?,58,220396,True,0.798,0.613,6,-9.037,1,0.204,0.363,0.0,0.762,0.229,97.013,4,sad
56187,7rRTWz085qItgtoJq4A36h,Roshan Sebastian,Malarodu Malaringu,Malarodu Malaringu,50,63000,False,0.465,0.247,7,-12.12,1,0.0474,0.873,0.0,0.12,0.295,102.768,5,indie-pop
10135,4UJIQRuddpV3jzYlUe34kl,Tony Faline,"The Funk, Vol. 1",Mind Over Matter,18,485653,False,0.775,0.782,7,-6.919,1,0.0806,0.000594,0.397,0.068,0.532,135.056,4,breakbeat
42500,69sqgSNCFIH5fdYEmhKfV2,Human Remains,Using Sickness as a Hero,Rote,12,210453,False,0.318,0.849,10,-5.754,1,0.207,2.85e-05,0.0251,0.325,0.222,141.374,4,grindcore
74634,3BmO2DS8Rw3M1ibMXvV5JQ,Jota Quest,Acústico Jota Quest,A Vida e Outras Histórias - Acústico,42,218473,False,0.639,0.755,7,-9.098,1,0.0337,0.482,0.0,0.634,0.712,130.054,4,mpb
65735,0OCDOcvQvozjsivREMojzx,Stray Kids,Mixtape : Time Out,Mixtape : Time Out,70,175293,False,0.555,0.945,2,-1.934,1,0.127,0.0453,0.0,0.244,0.389,160.006,4,k-pop
31590,1gZZDJUNC66XpCCwrKZLTA,Carly Rae Jepsen,A Merry Modern Christmas,Last Christmas,1,212453,False,0.723,0.645,2,-4.94,1,0.0326,0.393,5.83e-05,0.367,0.516,106.004,4,electro
36951,79ZQoLroAAQYHM9sJ1kbGh,Two Another,Keeping Me Under,Keeping Me Under,62,218926,False,0.794,0.549,2,-7.791,1,0.0874,0.135,0.000108,0.115,0.58,108.015,4,french
107954,5aszZdstjgA4vz2N6NBkGo,FM-84;Timecop1983;Josh Dally,Atlas,Let's Talk,39,302014,False,0.285,0.48,10,-9.526,1,0.0306,0.0787,8.97e-06,0.101,0.149,74.901,4,synth-pop
84929,0JhJX1qOVhmg1EGQ8dd3Sr,Spidergawd,Spidergawd VI,Oceanchild,26,281194,False,0.436,0.896,11,-4.722,0,0.0583,1.34e-05,0.000653,0.0698,0.494,115.977,4,psych-rock
8957,1sK28tbNrhhKWRKl920sDa,Oh The Larceny,Oh the Larceny,Check It Out,50,161500,False,0.645,0.945,5,-3.516,0,0.0862,0.017,0.00122,0.318,0.718,120.029,4,blues
